,Protein ID,Reactome Pathway ID
871,F1Q6G8,R-DRE-5578775
872,F1QBG4,R-DRE-5578775
873,F1QCC0,R-DRE-5578775
874,F1QCK4,R-DRE-5578775
875,F1QK04,R-DRE-5578775
876,F1QTI1,R-DRE-5578775
877,F1R2G3,R-DRE-5578775
878,F1RC03,R-DRE-5578775
879,F6PDY7,R-DRE-5578775
880,F8W3J9,R-DRE-5578775
881,Q2HX26,R-DRE-5578775
882,Q32SG7,R-DRE-5578775
883,Q4V9P8,R-DRE-5578775
884,Q5RH87,R-DRE-5578775
885,Q5U3A4,R-DRE-5578775
886,Q5U3E9,R-DRE-5578775
887,Q6DGS3,R-DRE-5578775
888,Q6DHP2,R-DRE-5578775
889,Q6DHU6,R-DRE-5578775
890,Q6DI16,R-DRE-5578775
891,Q6PBJ1,R-DRE-5578775
892,Q803L5,R-DRE-5578775
893,Q90Z34,R-DRE-5578775
894,Q9DEU2,R-DRE-5578775
895,Q9DGI4,R-DRE-5578775
896,Q9DGL6,R-DRE-5578775
897,X1WCD0,R-DRE-5578775
898,X1WCE4,R-DRE-5578775
899,X1WET6,R-DRE-5578775
900,X1WI05,R-DRE-5578775
901,A0A3Q1LLW8,R-BTA-5578768
902,E1BN71,R-BTA-5578768
903,P07501,R-BTA-5578768
904,A0A1D5P111,R-GGA-5576886
905,A0A1D5P3M3,R-GGA-5576886
906,A0A1D5PDB8,R-GGA-5576886
907,A0A1D5PW54,R-GGA-5576886
908,A0A3Q2U458,R-GGA-5576886
909,F1N8J2,R-GGA-5576886
910,F1N8J3,R-GGA-5576886
911,F1NI76,R-GGA-5576886
912,F1NP03,R-GGA-5576886
913,F1NUZ5,R-GGA-5576886
914,F1NV35,R-GGA-5576886
915,F1NZ45,R-GGA-5576886
916,F1P4V2,R-GGA-5576886
917,O42229,R-GGA-5576886
918,A0A5F4C8Q7,R-CFA-5576894
919,A0A5F4CAE3,R-CFA-5576894
920,A0A5F4CFB6,R-CFA-5576894
921,E2RBU5,R-CFA-5576894
922,E2RGW7,R-CFA-5576894
923,F1P9R1,R-CFA-5576894
924,F1PH04,R-CFA-5576894
925,A1Z777,R-DME-5578775
926,P12370,R-DME-5578775
927,P19334,R-DME-5578775
928,P22700,R-DME-5578775
929,P29993,R-DME-5578775
930,P36188,R-DME-5578775
931,P47947,R-DME-5578775
932,P47948,R-DME-5578775
933,P47949,R-DME-5578775
934,P48593,R-DME-5578775
935,P49258,R-DME-5578775
936,P50245,R-DME-5578775
937,P62152,R-DME-5578775
938,P83094,R-DME-5578775
939,Q00168,R-DME-5578775
940,Q27571,R-DME-5578775
941,Q59DP9,R-DME-5578775
942,Q7K049,R-DME-5578775
943,Q7K860,R-DME-5578775
944,Q8IQ15,R-DME-5578775
945,Q9VBM0,R-DME-5578775
946,Q9VBM1,R-DME-5578775
947,Q9VDI3,R-DME-5578775
948,Q9VJJ7,R-DME-5578775
949,Q9VMT2,R-DME-5578775
950,Q9VZX9,R-DME-5578775
951,Q9W200,R-DME-5578775
952,A0A0G2K548,R-RNO-5576893
953,A5HKJ1,R-RNO-5576893
954,P22002,R-RNO-5576893
955,P54283,R-RNO-5576893
956,P62957,R-RNO-5576893
957,P63161,R-RNO-5576893
958,Q71FD8,R-RNO-5576893
959,Q8CFG6,R-RNO-5576893
960,Q8VGC3,R-RNO-5576893
961,Q8VHW5,R-RNO-5576893
962,Q8VHW7,R-RNO-5576893
963,Q8VHW9,R-RNO-5576893
964,Q9JJV7,R-RNO-5576893
965,Q9Z0N7,R-RNO-5576893
966,A0A6I8RJK8,R-XTR-5578768
967,A0A6I8S8A6,R-XTR-5578768
968,A0A6I8SDR4,R-XTR-5578768
969,A0A6I8SMD0,R-XTR-5578768
970,F6R6S1,R-XTR-5578768
971,A0A286ZJB7,R-SSC-5576892
972,A0A286ZLV7,R-SSC-5576892
973,A0A286ZLY4,R-SSC-5576892
974,A0A286ZNE8,R-SSC-5576892
975,A0A287AB87,R-SSC-5576892
976,A0A287AGM2,R-SSC-5576892
977,A0A287ANB2,R-SSC-5576892
978,A0A287ANL1,R-SSC-5576892
979,A0A287ARY2,R-SSC-5576892
980,A0A287AY47,R-SSC-5576892
981,A0A287B082,R-SSC-5576892
982,A0A287B2V0,R-SSC-5576892
983,A0A287BCC5,R-SSC-5576892
984,A0A287BN25,R-SSC-5576892
985,A0A287BNX1,R-SSC-5576892
986,A0A287BS01,R-SSC-5576892
987,A0A5G2QCQ9,R-SSC-5576892
988,A0A5G2RE65,R-SSC-5576892
989,A0A5G2RJN8,R-SSC-5576892
990,F1RL74,R-SSC-5576892
991,F1RNI9,R-SSC-5576892
992,F1RNJ2,R-SSC-5576892
993,F1RSK2,R-SSC-5576892
994,F1S145,R-SSC-5576892
995,F1SAL3,R-SSC-5576892
996,F1SJS7,R-SSC-5576892
997,F2Z4Y2,R-SSC-5576892
998,I3LH33,R-SSC-5576892
999,I3LPL6,R-SSC-5576892
1000,Q95266,R-SSC-5576892
1001,A0A286ZK85,R-SSC-5578775
1002,A0A286ZRK2,R-SSC-5578775
1003,A0A287A4L1,R-SSC-5578775
1004,A0A287A6K5,R-SSC-5578775
1005,A0A287AC87,R-SSC-5578775
1006,A0A287AL21,R-SSC-5578775
1007,A0A287APC7,R-SSC-5578775
1008,A0A287AT82,R-SSC-5578775
1009,A0A287BAN5,R-SSC-5578775
1010,A0A287BCC5,R-SSC-5578775
1011,A0A287BCG8,R-SSC-5578775
1012,A0A287BE30,R-SSC-5578775
1013,A0A287BKF3,R-SSC-5578775
1014,A0A287BL11,R-SSC-5578775
1015,A0A287BMZ2,R-SSC-5578775
1016,A0A287BNT0,R-SSC-5578775
1017,A0A5G2QCH2,R-SSC-5578775
1018,A0A5G2QCQ9,R-SSC-5578775
1019,A0A5G2QQD2,R-SSC-5578775
1020,A0A5G2QQF7,R-SSC-5578775
1021,A0A5G2QVM5,R-SSC-5578775
1022,A0A5G2QZV9,R-SSC-5578775
1023,A0A5G2R1W3,R-SSC-5578775
1024,A0A5G2R3M0,R-SSC-5578775
1025,A0A5K1VCX5,R-SSC-5578775
1026,D2WKD8,R-SSC-5578775
1027,E7EI18,R-SSC-5578775
1028,F1RJW7,R-SSC-5578775
1029,F1RL74,R-SSC-5578775
1030,F1S145,R-SSC-5578775
1031,F1S340,R-SSC-5578775
1032,F1SAM6,R-SSC-5578775
1033,F1SQA7,R-SSC-5578775
1034,F1ST41,R-SSC-5578775
1035,F2Z5F0,R-SSC-5578775
1036,I3L8L8,R-SSC-5578775
1037,P11607,R-SSC-5578775
1038,P61013,R-SSC-5578775
1039,Q95266,R-SSC-5578775
1040,A0A6I8Q2V9,R-XTR-5576890
1041,A0A6I8Q5M4,R-XTR-5576890
1042,A0A6I8QYQ0,R-XTR-5576890
1043,A0A6I8S7B1,R-XTR-5576890
1044,A0A6I8SMY0,R-XTR-5576890
1045,A0A6I8SN44,R-XTR-5576890
1046,F6VIV4,R-XTR-5576890
1047,A0A6I8QJN3,R-XTR-5576886
1048,A0A6I8RBB8,R-XTR-5576886
1049,A0A6I8RHX1,R-XTR-5576886
1050,A0A6I8RSF8,R-XTR-5576886
1051,A0A6I8RWD6,R-XTR-5576886
1052,A0A6I8RWT9,R-XTR-5576886
1053,A0A7D9NJK9,R-XTR-5576886
1054,F6VMH9,R-XTR-5576886
1055,F6WH56,R-XTR-5576886
1056,F6WLB8,R-XTR-5576886
1057,F7ADK2,R-XTR-5576886
1058,F7AEN8,R-XTR-5576886
1059,F7CV21,R-XTR-5576886
1060,F7DE03,R-XTR-5576886
1061,F7DIE3,R-XTR-5576886
1062,A0A0K3AXZ4,R-CEL-5576886
1063,A0A1C3NSK2,R-CEL-5576886
1064,A0A1C3NSN6,R-CEL-5576886
1065,A0A2X0RDZ3,R-CEL-5576886
1066,A1EHR5,R-CEL-5576886
1067,B0M0M8,R-CEL-5576886
1068,C0Z3L1,R-CEL-5576886
1069,F5GUD1,R-CEL-5576886
1070,G5EBQ2,R-CEL-5576886
1071,G5ECW6,R-CEL-5576886
1072,G5ED42,R-CEL-5576886
1073,G5EEH1,R-CEL-5576886
1074,G5EG92,R-CEL-5576886
1075,G5EGD4,R-CEL-5576886
1076,H2KZ66,R-CEL-5576886
1077,H2L2J8,R-CEL-5576886
1078,I2HAD3,R-CEL-5576886
1079,O17185,R-CEL-5576886
1080,O44773,R-CEL-5576886
1081,O45422,R-CEL-5576886
1082,O45891,R-CEL-5576886
1083,O45894,R-CEL-5576886
1084,O76791,R-CEL-5576886
1085,P34410,R-CEL-5576886
1086,P52192,R-CEL-5576886
1087,P90863,R-CEL-5576886
1088,Q19525,R-CEL-5576886
1089,Q19907,R-CEL-5576886
1090,Q21467,R-CEL-5576886
1091,Q21529,R-CEL-5576886
1092,Q22042,R-CEL-5576886
1093,Q22043,R-CEL-5576886
1094,Q22271,R-CEL-5576886
1095,Q22940,R-CEL-5576886
1096,Q23297,R-CEL-5576886
1097,Q23386,R-CEL-5576886
1098,Q23435,R-CEL-5576886
1099,Q5FC72,R-CEL-5576886
1100,Q65XY3,R-CEL-5576886
1101,Q6BES3,R-CEL-5576886
1102,Q6EUT8,R-CEL-5576886
1103,Q7YWY7,R-CEL-5576886
1104,Q8IG65,R-CEL-5576886
1105,Q93732,R-CEL-5576886
1106,Q93764,R-CEL-5576886
1107,Q9BL31,R-CEL-5576886
1108,Q9NEV3,R-CEL-5576886
1109,Q9XTV6,R-CEL-5576886
1110,U4PFA8,R-CEL-5576886
1111,P40310,R-SCE-5576886
1112,O00180,R-HSA-5576886
1113,O14649,R-HSA-5576886
1114,O95069,R-HSA-5576886
1115,O95279,R-HSA-5576886
1116,P48050,R-HSA-5576886
1117,P57789,R-HSA-5576886
1118,P63252,R-HSA-5576886
1119,Q14500,R-HSA-5576886
1120,Q7Z418,R-HSA-5576886
1121,Q96T54,R-HSA-5576886
1122,Q96T55,R-HSA-5576886
1123,Q9H427,R-HSA-5576886
1124,Q9HB14,R-HSA-5576886
1125,Q9HB15,R-HSA-5576886
1126,Q9NPC2,R-HSA-5576886
1127,Q9NYG8,R-HSA-5576886
1128,Q9UNX9,R-HSA-5576886
1129,Q9Y257,R-HSA-5576886
1130,Q9Y2U2,R-HSA-5576886
1131,M9PD84,R-DME-5576892
1132,Q24270,R-DME-5576892
1133,Q8IP22,R-DME-5576892
1134,Q9VRE6,R-DME-5576892
1135,X2J9Z3,R-DME-5576892
1136,A0A6I8PXE5,R-XTR-5576894
1137,A0A6I8QZ51,R-XTR-5576894
1138,A0A7D9N0N8,R-XTR-5576894
1139,A4IIK9,R-XTR-5576894
1140,F7BIY7,R-XTR-5576894
1141,B2RVL1,R-MMU-5576886
1142,G5E845,R-MMU-5576886
1143,O08581,R-MMU-5576886
1144,O35111,R-MMU-5576886
1145,O88454,R-MMU-5576886
1146,P35561,R-MMU-5576886
1147,P52187,R-MMU-5576886
1148,P52189,R-MMU-5576886
1149,P97438,R-MMU-5576886
1150,Q3LS21,R-MMU-5576886
1151,Q3TBV4,R-MMU-5576886
1152,Q6VV64,R-MMU-5576886
1153,Q76M80,R-MMU-5576886
1154,Q8BUW1,R-MMU-5576886
1155,Q8JZN3,R-MMU-5576886
1156,Q8R1P5,R-MMU-5576886
1157,Q9JK62,R-MMU-5576886
1158,Q9Z2T1,R-MMU-5576886
